NetsuiteID,MainLineName,Location,DocumentNum,LineID,Item,Quantity,RingItemGroupRef,RingShipDate
100953,"GOLDTEK TECHNOLOGY CO., Ltd.",Performance Team,IR-100953,1,Package Inventory Items : 88-001-PK-SN-CAN,224,8VR1S5-SFC0,5/11/17
