SERIAL_NUMBER,MODEL_NAME,CARTON_NO,PALLET_NO,VENDOR_SN,ASY_B,HW,FW,DESCRIPTION,SKU,INNER_CARTON_NO,PO_NUMBER,BUNDLE,DN,H_H_PARTNUMBER
BHRC1717LH010684-C,DOORBELL_V3,80251,ASSY0175A025,9884E3D17909,5/5/17 5:26,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050476,100255, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010685-C,DOORBELL_V3,80322,ASSY0175A025,9884E3D17915,5/5/17 5:47,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050525,100255, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010686-C,DOORBELL_V3,80236,ASSY0175A022,9884E3D17932,5/5/17 5:22,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050421,100255, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010687-C,DOORBELL_V3,80244,ASSY0175A025,9884E3D16F6C,5/5/17 5:38,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050461,100255, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010688-C,DOORBELL_V3,80244,ASSY0175A025,9884E3CFB8A8,5/5/17 5:36,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050461,100255, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010689-C,DOORBELL_V3,80244,ASSY0175A025,9884E3D17452,5/5/17 5:38,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050461,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010690-C,DOORBELL_V3,80324,ASSY0175A025,9884E348277A,5/5/17 5:31,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050707,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010691-C,DOORBELL_V3,80235,ASSY0175A022,9884E3294834,5/5/17 5:10,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050413,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010692-C,DOORBELL_V3,80234,ASSY0175A022,9884E3D172A6,5/5/17 5:00,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010693-C,DOORBELL_V3,80231,ASSY0175A022,9884E3D170B5,5/5/17 5:04,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050298,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010694-C,DOORBELL_V3,80231,ASSY0175A022,9884E3BC18D5,5/5/17 5:04,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050298,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010695-C,DOORBELL_V3,80255,ASSY0175A025,9884E348209A,5/5/17 5:38,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050484,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010696-C,DOORBELL_V3,80322,ASSY0175A025,9884E3BC2077,5/5/17 5:12,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050525,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010697-C,DOORBELL_V3,80231,ASSY0175A022,9884E3D170AA,5/5/17 5:01,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050298,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010698-C,DOORBELL_V3,80233,ASSY0175A022,9884E3E5C1F0,5/5/17 5:09,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050397,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010699-C,DOORBELL_V3,80322,ASSY0175A025,9884E327F8FC,5/5/17 5:44,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050525,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010700-C,DOORBELL_V3,80234,ASSY0175A022,9884E3BC1F7B,5/5/17 5:01,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010701-C,DOORBELL_V3,80324,ASSY0175A025,9884E3482905,5/5/17 5:31,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050707,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010702-C,DOORBELL_V3,80231,ASSY0175A022,9884E3CDF94B,5/5/17 4:59,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050298,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010703-C,DOORBELL_V3,80234,ASSY0175A022,9884E3BC2573,5/5/17 5:05,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010704-C,DOORBELL_V3,80324,ASSY0175A025,38D269D73DF7,5/5/17 5:01,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050707,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010705-C,DOORBELL_V3,80232,ASSY0175A022,E8EB1109D8CC,5/5/17 5:00,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050387,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010706-C,DOORBELL_V3,80324,ASSY0175A025,E8EB1109D489,5/5/17 5:01,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050707,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010707-C,DOORBELL_V3,80233,ASSY0175A022,E8EB1109CD76,5/5/17 4:59,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050397,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010708-C,DOORBELL_V3,80239,ASSY0175A025,9884E3CDF6B5,5/5/17 4:59,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050445,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010709-C,DOORBELL_V3,80237,ASSY0175A022,38D269D73766,5/5/17 4:58,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010710-C,DOORBELL_V3,80234,ASSY0175A022,9884E3BC2711,5/5/17 5:01,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010711-C,DOORBELL_V3,80233,ASSY0175A022,9884E348296B,5/5/17 5:04,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050397,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010712-C,DOORBELL_V3,80232,ASSY0175A022,E8EB1109CD62,5/5/17 4:58,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050387,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010713-C,DOORBELL_V3,80235,ASSY0175A022,9884E3BC2204,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050413,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010714-C,DOORBELL_V3,80232,ASSY0175A022,38D269D73708,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050387,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010715-C,DOORBELL_V3,80238,ASSY0175A022,9884E3BC1BAF,5/5/17 5:20,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050437,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010716-C,DOORBELL_V3,80236,ASSY0175A022,9884E3D17435,5/5/17 5:13,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050421,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010717-C,DOORBELL_V3,80239,ASSY0175A025,9884E3CDF6F4,5/5/17 5:00,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050445,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010718-C,DOORBELL_V3,80231,ASSY0175A022,9884E3D170F7,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050298,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010719-C,DOORBELL_V3,80237,ASSY0175A022,9884E3D172CA,5/5/17 4:57,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010720-C,DOORBELL_V3,80238,ASSY0175A022,9884E3D16BA8,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050437,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010721-C,DOORBELL_V3,80237,ASSY0175A022,9884E3D1793B,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010722-C,DOORBELL_V3,80235,ASSY0175A022,9884E3D16D94,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050413,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010723-C,DOORBELL_V3,80238,ASSY0175A022,9884E3BC1BF9,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050437,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010724-C,DOORBELL_V3,80234,ASSY0175A022,9884E3CE0FE7,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010725-C,DOORBELL_V3,80235,ASSY0175A022,9884E3D170E3,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050413,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010726-C,DOORBELL_V3,80232,ASSY0175A022,9884E3CDF39B,5/5/17 4:54,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050387,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010727-C,DOORBELL_V3,80233,ASSY0175A022,9884E3CE0DB4,5/5/17 4:56,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050397,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010728-C,DOORBELL_V3,80236,ASSY0175A022,9884E3BC2563,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050421,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010729-C,DOORBELL_V3,80257,ASSY0175A025,9884E3CE0D83,5/5/17 5:20,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050501,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010730-C,DOORBELL_V3,80237,ASSY0175A022,9884E3CDF90E,5/5/17 4:53,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010731-C,DOORBELL_V3,80233,ASSY0175A022,9884E3BC2028,5/5/17 4:55,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050397,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010732-C,DOORBELL_V3,80236,ASSY0175A022,9884E3D17903,5/5/17 4:54,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050421,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010733-C,DOORBELL_V3,80257,ASSY0175A025,E8EB1109CF48,5/5/17 4:53,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050501,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010734-C,DOORBELL_V3,80234,ASSY0175A022,9884E3CDF978,5/5/17 4:39,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050395,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010735-C,DOORBELL_V3,80237,ASSY0175A022,9884E3CE0EDB,5/5/17 4:57,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010736-C,DOORBELL_V3,80244,ASSY0175A025,E8EB1109DC0A,5/5/17 4:53,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050461,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010737-C,DOORBELL_V3,80237,ASSY0175A022,9884E3D17087,5/5/17 4:57,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050429,100296, ,2170903144,3A014PF00-600-GA01
BHRC1717LH010738-C,DOORBELL_V3,80251,ASSY0175A025,E8EB1109D688,5/5/17 4:53,36,1.6.297,Satin Nickel - Installer,8VR2S5-SEN0,CPTHASSY07201705050476,100296, ,2170903144,3A014PF00-600-GA01
